name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats
hyundai creta 1.6 sx automatic,2018.0,1380000.0,55000.0,petrol,individual,automatic,first owner,14.8,1591.0,121.3,5.0
toyota innova 2.5 g (diesel) 7 seater,2013.0,750000.0,80000.0,diesel,individual,manual,second owner,12.99,2494.0,100.6,7.0
hyundai verna 1.4 vtvt,2016.0,650000.0,40000.0,petrol,individual,manual,first owner,17.43,1396.0,105.5,5.0
maruti wagon r lxi bs iv,2013.0,240000.0,108916.0,petrol,individual,manual,second owner,20.51,998.0,67.04,5.0
hyundai eon magna optional,2013.0,290000.0,40000.0,petrol,individual,manual,second owner,21.1,814.0,55.2,5.0
hyundai eon era plus,2014.0,229999.0,80000.0,petrol,individual,manual,first owner,21.1,814.0,55.2,5.0
honda city i dtec vx,2016.0,1000000.0,50000.0,diesel,individual,manual,second owner,26.0,1498.0,98.6,5.0
hyundai santro xing gl plus,2012.0,200000.0,90000.0,petrol,individual,manual,second owner,17.92,1086.0,62.1,5.0
maruti alto lx,2004.0,90000.0,70000.0,petrol,individual,manual,fourth & above owner,19.7,796.0,46.3,5.0
hyundai i20 1.4 crdi asta,2012.0,330000.0,90000.0,diesel,individual,manual,first owner,23.0,1396.0,90,5.0
maruti ritz vdi abs,2009.0,200000.0,70000.0,diesel,individual,manual,first owner,21.1,1248.0,73.9,5.0
mahindra kuv 100 d75 k4 plus,2018.0,420000.0,31000.0,diesel,individual,manual,first owner,25.32,1198.0,77,6.0
maruti swift dzire vdi,2009.0,260000.0,120000.0,diesel,individual,manual,second owner,19.3,1248.0,73.9,5.0
hyundai i20 sportz 1.2,2016.0,590000.0,40000.0,petrol,individual,manual,first owner,18.6,1197.0,81.83,5.0
maruti swift vdi bsiv,2015.0,545000.0,180000.0,diesel,individual,manual,first owner,25.2,1248.0,74,5.0
maruti wagon r lxi bs iv,2011.0,210000.0,90000.0,petrol,individual,manual,second owner,18.9,998.0,67.1,5.0
honda city 2017-2020 gxi,2008.0,185000.0,110000.0,petrol,individual,manual,second owner,17.7,1497.0,78,5.0
maruti wagon r lxi,2006.0,125000.0,59000.0,petrol,individual,manual,second owner,18.9,998.0,67.1,5.0
hyundai eon magna plus,2014.0,280000.0,60000.0,petrol,individual,manual,second owner,21.1,814.0,55.2,5.0
hyundai santro xing xo,2005.0,99000.0,89500.0,petrol,individual,manual,first owner,19.44,1248.0,74,5.0
maruti wagon r vxi,2005.0,98000.0,70000.0,petrol,individual,manual,second owner,18.9,998.0,67.1,5.0
tata indica vista aqua 1.4 tdi,2009.0,100000.0,190000.0,diesel,individual,manual,first owner,17.0,1405.0,71,5.0
mahindra verito vibe 1.5 dci d4,2013.0,250000.0,180000.0,diesel,individual,manual,first owner,20.8,1461.0,64.1,5.0
toyota fortuner 3.0 diesel,2010.0,750000.0,150000.0,diesel,individual,manual,second owner,11.5,1248.0,171,7.0
chevrolet optra magnum 2.0 ls,2007.0,160000.0,130000.0,diesel,individual,manual,second owner,16.52,1991.0,123.7,5.0
hyundai verna 1.6 crdi ex at,2013.0,509999.0,120000.0,diesel,individual,automatic,second owner,22.32,1582.0,126.3,5.0
tata indica v2 dl,2009.0,95000.0,80000.0,diesel,individual,manual,second owner,17.88,1396.0,52.8,5.0
hyundai verna 1.6 sx crdi (o),2014.0,525000.0,80000.0,diesel,individual,manual,second owner,22.32,1582.0,126.32,5.0
datsun redigo 1.0 t option,2017.0,278000.0,20000.0,petrol,individual,manual,first owner,22.5,999.0,67,5.0
maruti 800 ac,2014.0,50000.0,60000.0,petrol,individual,manual,second owner,16.1,796.0,37,4.0
volkswagen polo diesel highline 1.2l,2011.0,254999.0,120000.0,diesel,individual,manual,third owner,22.07,1199.0,73.9,5.0
maruti s-cross 2017-2020 zeta ddis 200 sh,2018.0,950000.0,51000.0,diesel,individual,manual,first owner,25.1,1248.0,88.5,5.0
honda city 2017-2020 gxi,2007.0,229999.0,60000.0,petrol,individual,manual,third owner,17.7,1497.0,78,5.0
toyota innova 2.5 g4 diesel 8-seater,2009.0,600000.0,,diesel,individual,manual,first owner,12.8,2494.0,102,
maruti alto 800 vxi optional,2017.0,330000.0,20000.0,petrol,individual,manual,first owner,24.7,796.0,47.3,5.0
maruti alto k10 vxi,2017.0,350000.0,40000.0,petrol,individual,manual,first owner,23.95,998.0,67.05,5.0
volkswagen polo 1.2 mpi comfortline,2016.0,560000.0,35000.0,petrol,individual,manual,first owner,16.2,1199.0,74,5.0
maruti wagon r vxi bs iv,2017.0,440000.0,30000.0,petrol,individual,manual,first owner,20.51,998.0,67.04,5.0
maruti a-star vxi,2011.0,220000.0,90000.0,petrol,individual,manual,second owner,19.0,998.0,66.1,5.0
maruti swift dzire zdi,2017.0,750000.0,110000.0,diesel,individual,manual,second owner,28.4,1248.0,74.02,5.0
mahindra xuv500 w6 2wd,2015.0,800000.0,140000.0,diesel,individual,manual,first owner,15.1,2179.0,140,7.0
tata indica v2 dlx,2007.0,59259.0,104000.0,diesel,individual,manual,second owner,17.2,1396.0,53.5,5.0
mahindra thar di 4x4 ps,2015.0,750000.0,16000.0,diesel,individual,manual,first owner,18.06,2523.0,63,7.0
maruti baleno rs 1.0 petrol,2019.0,780000.0,7200.0,petrol,individual,manual,first owner,21.1,998.0,100.5,5.0
volkswagen polo diesel comfortline 1.2l,2011.0,320000.0,77000.0,diesel,individual,manual,second owner,22.07,1199.0,73.9,5.0
mahindra kuv 100 d75 k8 dual tone,2017.0,690000.0,40000.0,diesel,individual,manual,first owner,25.32,1198.0,77,6.0
maruti swift dzire zdi,2012.0,375000.0,70000.0,diesel,individual,manual,second owner,19.3,1248.0,73.9,5.0
ford figo 1.2p sports edition mt,2017.0,620000.0,50000.0,petrol,individual,manual,first owner,18.12,1196.0,86.8,5.0
hyundai santro xing gl plus lpg,2015.0,300000.0,85000.0,lpg,individual,manual,first owner,13.45,1086.0,62.1,5.0
maruti eeco 7 seater standard bsiv,2016.0,370000.0,58000.0,petrol,individual,manual,second owner,15.37,1196.0,73,7.0
mahindra thar 4x4,2013.0,770000.0,85000.0,diesel,individual,manual,first owner,16.55,2498.0,105,7.0
hyundai xcent 1.2 kappa s option,2014.0,500000.0,65000.0,petrol,individual,manual,first owner,19.1,1197.0,81.86,5.0
mahindra kuv 100 mfalcon d75 k2,2017.0,450000.0,120000.0,diesel,individual,manual,first owner,25.32,1198.0,77,6.0
hyundai santro xing gl plus,2013.0,195000.0,50000.0,petrol,individual,manual,second owner,17.92,1086.0,62.1,5.0
maruti wagon r amt vxi option,2018.0,472000.0,30000.0,petrol,individual,automatic,first owner,20.51,998.0,67,5.0
maruti alto k10 vxi,2014.0,250000.0,58000.0,petrol,individual,manual,second owner,23.95,998.0,67.05,5.0
chevrolet beat diesel,2011.0,165000.0,70000.0,diesel,individual,manual,second owner,25.44,936.0,57.6,5.0
tata zest quadrajet 1.3 xt,2018.0,525000.0,110000.0,diesel,individual,manual,second owner,20.65,1248.0,88.7,5.0
maruti wagon r lxi,2003.0,145000.0,65000.0,petrol,individual,manual,third owner,18.9,998.0,67.1,5.0
tata indica vista quadrajet 90 vx,2013.0,325000.0,100000.0,diesel,individual,manual,first owner,22.3,1248.0,88.8,5.0
mahindra bolero power plus zlx,2017.0,660000.0,60000.0,diesel,individual,manual,second owner,16.5,1493.0,70,7.0
ford classic 1.4 duratorq clxi,2014.0,310000.0,90000.0,diesel,individual,manual,second owner,19.68,1399.0,67,5.0
mahindra bolero slx 4wd bsiii,2008.0,250000.0,200000.0,diesel,individual,manual,first owner,13.6,2523.0,63,7.0
ford classic 1.4 duratorq clxi,2014.0,330000.0,100000.0,diesel,individual,manual,second owner,19.68,1399.0,67,5.0
ford figo diesel titanium,2012.0,250000.0,80000.0,diesel,individual,manual,second owner,20.0,1399.0,68,5.0
mahindra nuvosport n8 amt,2017.0,650000.0,60000.0,diesel,individual,automatic,first owner,17.45,1493.0,100,7.0
maruti alto k10 vxi,2016.0,305000.0,40000.0,petrol,individual,manual,first owner,23.95,998.0,67.05,5.0
maruti ciaz vdi plus,2015.0,600000.0,50000.0,diesel,individual,manual,first owner,26.21,1248.0,88.5,5.0
maruti wagon r lxi optional,2015.0,280000.0,110000.0,petrol,individual,manual,first owner,20.51,998.0,67.04,5.0
tata indigo cr4,2011.0,153000.0,50000.0,diesel,individual,manual,second owner,23.57,1396.0,70,5.0
mahindra tuv 300 mhawk100 t8,2018.0,700000.0,30000.0,diesel,individual,manual,first owner,18.49,1493.0,100,7.0
renault kwid rxl,2017.0,325000.0,40000.0,petrol,individual,manual,first owner,25.17,799.0,53.3,5.0
maruti 800 ac,2006.0,155000.0,70000.0,petrol,individual,manual,second owner,16.1,796.0,37,4.0
maruti alto k10 2010-2014 vxi,2012.0,235000.0,80000.0,petrol,individual,manual,third owner,20.92,998.0,67.1,5.0
tata indica dls,2005.0,60000.0,100000.0,diesel,individual,manual,fourth & above owner,19.44,1248.0,74,5.0
maruti swift vxi optional,2016.0,500000.0,15000.0,petrol,individual,manual,first owner,20.4,1197.0,81.8,5.0
mahindra bolero di,2004.0,120000.0,150000.0,diesel,individual,manual,second owner,13.6,2523.0,63,7.0
maruti estilo lxi,2009.0,155000.0,63000.0,petrol,individual,manual,third owner,19.44,1248.0,74,5.0
skoda rapid 1.5 tdi at style plus,2016.0,675000.0,88000.0,diesel,dealer,automatic,first owner,21.66,1498.0,103.52,5.0
toyota innova 2.5 z diesel 7 seater bs iv,2014.0,950000.0,80000.0,diesel,dealer,manual,first owner,12.99,2494.0,100.6,7.0
mahindra xuv500 w5 bsiv,2018.0,1051000.0,59865.0,diesel,dealer,manual,first owner,15.1,2179.0,152.87,7.0
volkswagen polo 2015-2019 gt 1.5 tdi,2016.0,591000.0,60000.0,diesel,dealer,manual,first owner,21.49,1498.0,108.5,5.0
hyundai i20 asta 1.4 crdi,2015.0,585000.0,72000.0,diesel,dealer,manual,first owner,22.54,1396.0,88.73,5.0
honda city i-vtec cvt zx,2017.0,1025000.0,68140.0,petrol,dealer,automatic,first owner,18.0,1497.0,117.6,5.0
maruti swift vdi,2014.0,450000.0,53190.0,diesel,dealer,manual,first owner,28.4,1248.0,74,5.0
hyundai i20 2015-2017 sportz 1.4 crdi,2014.0,484999.0,70100.0,diesel,dealer,manual,first owner,22.54,1396.0,88.73,5.0
honda jazz 1.5 s i dtec,2018.0,650000.0,47725.0,diesel,dealer,manual,first owner,27.3,1498.0,98.6,5.0
maruti swift dzire vdi,2014.0,434999.0,70195.0,diesel,dealer,manual,second owner,28.4,1248.0,74.02,5.0
ford figo diesel exi,2011.0,195000.0,77395.0,diesel,dealer,manual,second owner,20.0,1399.0,68,5.0
mahindra marazzo m2 8str bsiv,2019.0,1000000.0,17000.0,diesel,dealer,manual,first owner,17.3,1497.0,121,
hyundai elantra crdi sx option at,2013.0,650000.0,64000.0,diesel,dealer,automatic,first owner,14.62,1498.0,113.42,5.0
chevrolet beat diesel ls,2014.0,190000.0,74321.0,diesel,dealer,manual,first owner,25.44,936.0,56.3,5.0
maruti swift dzire zdi,2013.0,409999.0,80235.0,diesel,dealer,manual,second owner,28.4,1248.0,74.02,5.0
hyundai creta 1.6 crdi at sx plus,2016.0,1050000.0,77150.0,diesel,dealer,automatic,first owner,17.01,1582.0,126.2,5.0
volkswagen vento 1.5 tdi highline plus at,2015.0,651000.0,69000.0,diesel,dealer,automatic,first owner,22.15,1498.0,108.6,5.0
maruti sx4 s cross 2015-2017 ddis 200 alpha,2015.0,650000.0,57000.0,diesel,dealer,manual,first owner,23.65,1248.0,88.5,5.0
skoda rapid 1.5 tdi ambition plus,2017.0,750000.0,89000.0,diesel,dealer,manual,first owner,21.14,1498.0,103.6,5.0
volkswagen passat highline dsg s (spl. edition),2012.0,799000.0,61100.0,diesel,dealer,automatic,first owner,14.3,1968.0,140,5.0
skoda octavia ambiente 1.9 tdi,2010.0,355000.0,116000.0,diesel,individual,manual,first owner,18.7,1896.0,66,5.0
hyundai verna 1.6 crdi s option,2015.0,600000.0,80000.0,diesel,individual,manual,first owner,23.9,1582.0,126.32,5.0
maruti swift vdi,2018.0,685000.0,26000.0,diesel,individual,manual,first owner,28.4,1248.0,74,5.0
maruti swift ldi,2018.0,509999.0,100000.0,diesel,individual,manual,first owner,28.4,1248.0,74,5.0
maruti alto green lxi (cng),2012.0,150000.0,82300.0,cng,individual,manual,second owner,26.83,796.0,38.4,5.0
maruti swift dzire vdi bsiv,2017.0,650000.0,82050.0,diesel,individual,manual,first owner,19.3,1248.0,73.9,5.0
toyota etios vd,2012.0,400000.0,74500.0,diesel,individual,manual,first owner,19.44,1248.0,74,5.0
mahindra xuv500 w8 4wd,2012.0,675000.0,120000.0,diesel,individual,manual,second owner,15.1,2179.0,140,7.0
renault kwid amt,2018.0,319000.0,30000.0,petrol,individual,automatic,first owner,24.04,999.0,67,5.0
honda amaze s petrol bsiv,2019.0,640000.0,6000.0,petrol,individual,manual,first owner,19.5,1199.0,88.76,5.0
hyundai i20 1.2 asta,2017.0,650000.0,30000.0,petrol,individual,manual,first owner,18.6,1197.0,81.83,5.0
maruti ertiga vdi,2015.0,650000.0,70000.0,diesel,individual,manual,first owner,20.77,1248.0,88.76,7.0
maruti alto green lxi (cng),2010.0,155000.0,70000.0,cng,individual,manual,second owner,26.83,796.0,38.4,5.0
maruti swift ldi bsiii,2008.0,175000.0,120000.0,diesel,individual,manual,first owner,17.8,1248.0,75,5.0
hyundai grand i10 crdi sportz edition,2014.0,375000.0,76000.0,diesel,individual,manual,third owner,24.0,1120.0,70,5.0
hyundai grand i10 crdi asta,2014.0,430000.0,80000.0,diesel,individual,manual,second owner,24.0,1120.0,70,5.0
tata indica v2 dls,2008.0,65000.0,110000.0,diesel,individual,manual,second owner,17.2,1396.0,53.5,5.0
hyundai accent gls,2009.0,150000.0,70000.0,petrol,individual,manual,third owner,13.2,1495.0,94,5.0
hyundai i20 active s petrol,2019.0,620000.0,13000.0,petrol,individual,manual,first owner,17.19,1197.0,81.86,5.0
ford classic 1.6 duratec clxi,2013.0,250000.0,60000.0,petrol,individual,manual,second owner,14.09,1596.0,99.6,5.0
maruti ritz vdi,2011.0,275000.0,165000.0,diesel,individual,manual,first owner,21.1,1248.0,73.9,5.0
chevrolet tavera neo 3 ls 10 seats bsiii,2013.0,454000.0,120000.0,diesel,individual,manual,second owner,13.58,2499.0,72.4,5.0
mahindra tuv 300 t4,2017.0,600000.0,30000.0,diesel,individual,manual,second owner,18.49,1493.0,100,7.0
volkswagen vento diesel comfortline,2011.0,400000.0,100000.0,diesel,individual,manual,second owner,20.54,1598.0,103.6,5.0
mahindra renault logan 1.5 dle diesel,2007.0,180000.0,187000.0,diesel,individual,manual,second owner,19.2,1461.0,65,5.0
maruti vitara brezza vdi,2016.0,750000.0,70000.0,diesel,individual,manual,first owner,24.3,1248.0,88.5,5.0
maruti swift vxi optional,2016.0,500000.0,40000.0,petrol,individual,manual,first owner,20.4,1197.0,81.8,5.0
honda mobilio rs option i dtec,2015.0,1000000.0,46000.0,diesel,individual,manual,first owner,24.5,1498.0,98.6,7.0
maruti baleno alpha 1.3,2017.0,740000.0,24400.0,diesel,individual,manual,first owner,27.39,1248.0,74,5.0
volkswagen vento 1.5 tdi highline plus at bsiv,2018.0,1290000.0,29899.0,diesel,dealer,automatic,first owner,22.15,1498.0,108.6,5.0
hyundai grand i10 nios sportz,2020.0,775000.0,2000.0,petrol,dealer,manual,first owner,20.7,1197.0,81.86,5.0
renault lodgy 85ps rxl,2017.0,695000.0,34000.0,diesel,dealer,manual,first owner,21.04,1461.0,83.8,
hyundai elite i20 asta option cvt bsiv,2018.0,730000.0,31000.0,petrol,dealer,automatic,first owner,17.4,1197.0,81.86,5.0
chevrolet trailblazer ltz 4x2 at,2016.0,1295000.0,46000.0,diesel,dealer,automatic,second owner,11.45,,197.2,7.0
isuzu mu 7 at premium,2016.0,1160000.0,121000.0,diesel,dealer,automatic,first owner,12.08,1248.0,161,7.0
mercedes-benz glc 220d 4matic,2017.0,400000.0,60000.0,diesel,dealer,automatic,first owner,19.44,1950.0,194,5.0
maruti celerio zxi optional amt bsiv,2016.0,434999.0,10000.0,petrol,dealer,automatic,first owner,23.1,998.0,67.04,5.0
mercedes-benz gl-class 220d 4matic sport,2018.0,400000.0,6000.0,diesel,dealer,automatic,first owner,17.9,2143.0,170,5.0
hyundai creta 1.6 crdi sx,2015.0,850000.0,59235.0,diesel,dealer,manual,first owner,19.67,1582.0,126.2,5.0
bmw x4 m sport x xdrive20d,2019.0,400000.0,21000.0,diesel,dealer,automatic,first owner,16.78,1995.0,190,5.0
honda amaze s i-dtech,2014.0,520000.0,48000.0,diesel,individual,manual,first owner,25.8,1498.0,98.6,5.0
mahindra xylo d4,2018.0,650000.0,114000.0,diesel,individual,manual,first owner,14.95,2489.0,93.7,7.0
maruti swift dzire ldi,2011.0,430000.0,120000.0,diesel,individual,manual,second owner,19.3,1248.0,73.9,5.0
hyundai i20 magna optional 1.4 crdi,2013.0,360000.0,144000.0,diesel,individual,manual,first owner,21.9,1396.0,88.8,5.0
hyundai i20 magna optional 1.4 crdi,2013.0,350000.0,144000.0,diesel,individual,manual,first owner,21.9,1396.0,88.8,5.0
maruti vitara brezza zdi plus dual tone,2016.0,791000.0,190000.0,diesel,individual,manual,first owner,24.3,1248.0,88.5,5.0
toyota innova 2.5 g (diesel) 7 seater,2015.0,950000.0,190000.0,diesel,individual,manual,second owner,12.99,2494.0,100.6,7.0
maruti swift vdi,2019.0,690000.0,20000.0,diesel,individual,manual,first owner,28.4,1248.0,74,5.0
hyundai verna crdi 1.6 ex,2017.0,860000.0,40000.0,diesel,individual,manual,second owner,22.0,1582.0,126.2,5.0
maruti swift dzire vdi bsiv,2012.0,371000.0,100000.0,diesel,individual,manual,first owner,19.3,1248.0,73.9,5.0
tata indica v2 dlx tc,2008.0,45000.0,60000.0,diesel,individual,manual,second owner,16.8,1405.0,68,5.0
ford fiesta 1.4 zxi tdci limited edition,2006.0,55000.0,,diesel,individual,manual,first owner,17.8,1399.0,68,5.0
volkswagen vento diesel highline,2011.0,240000.0,110000.0,diesel,individual,manual,first owner,20.54,1598.0,103.6,5.0
maruti swift vdi bsiv,2014.0,495000.0,77215.0,diesel,individual,manual,second owner,25.2,1248.0,74,5.0
maruti swift 1.3 lxi,2005.0,170000.0,50000.0,petrol,individual,manual,first owner,19.44,1248.0,74,5.0
honda jazz 1.2 s i vtec,2015.0,671000.0,48228.0,petrol,dealer,manual,first owner,18.7,1199.0,88.7,5.0
maruti swift vdi optional,2017.0,693000.0,58559.0,diesel,dealer,manual,first owner,25.2,1248.0,74,5.0
maruti swift vdi bsiv,2010.0,352000.0,72179.0,diesel,dealer,manual,first owner,19.44,1248.0,74,5.0
honda city i dtec sv,2016.0,802999.0,50856.0,diesel,dealer,manual,first owner,26.0,1498.0,98.6,5.0
honda city i vtec vx,2017.0,890000.0,18300.0,petrol,individual,manual,first owner,17.8,1497.0,117.3,5.0
maruti swift ldi,2015.0,495000.0,59292.0,diesel,dealer,manual,first owner,28.4,1248.0,74,5.0
maruti celerio zxi optional amt bsiv,2018.0,545000.0,10000.0,petrol,dealer,automatic,first owner,23.1,998.0,67.04,5.0
maruti baleno zeta automatic,2018.0,775000.0,21147.0,petrol,dealer,automatic,first owner,21.4,1197.0,83.1,5.0
honda city i-dtec zx,2017.0,925000.0,69000.0,diesel,dealer,manual,first owner,25.6,1498.0,97.9,5.0
maruti swift amt vdi,2018.0,790000.0,16000.0,diesel,dealer,automatic,first owner,28.4,1248.0,74,5.0
toyota innova crysta 2.4 vx mt 8s bsiv,2017.0,,36000.0,diesel,dealer,manual,first owner,13.68,2393.0,147.8,
maruti baleno delta,2017.0,620000.0,37000.0,petrol,dealer,manual,first owner,21.01,1197.0,81.8,5.0
maruti celerio vdi,2016.0,375000.0,61173.0,diesel,dealer,manual,first owner,27.62,793.0,47,5.0
maruti swift vdi bsiv w abs,2016.0,595000.0,77321.0,diesel,dealer,manual,first owner,19.44,1248.0,74,5.0
audi a4 35 tdi premium plus,2016.0,400000.0,30000.0,diesel,dealer,automatic,first owner,18.25,1968.0,187.74,5.0
mahindra xuv500 w8 2wd,2014.0,850000.0,75000.0,diesel,dealer,manual,first owner,15.1,2179.0,140,7.0
maruti baleno alpha cvt,2017.0,750000.0,51000.0,petrol,dealer,automatic,first owner,19.56,1197.0,81.8,5.0
maruti baleno alpha,2018.0,775000.0,17000.0,petrol,dealer,manual,first owner,21.01,1197.0,81.8,5.0
maruti swift vdi bsiii,2008.0,260000.0,100000.0,diesel,individual,manual,second owner,17.8,1248.0,75,5.0
audi a6 2.0 tdi premium plus,2013.0,,35000.0,diesel,individual,automatic,second owner,17.68,1968.0,174.33,5.0
mahindra xuv500 at w10 awd,2016.0,1300000.0,91567.0,diesel,individual,automatic,third owner,16.0,2179.0,140,7.0
maruti celerio vxi,2017.0,380000.0,50000.0,petrol,individual,manual,first owner,23.1,998.0,67.04,5.0
hyundai grand i10 1.2 kappa sportz option,2017.0,480000.0,60000.0,petrol,individual,manual,first owner,18.9,1197.0,81.86,5.0
maruti alto 800 lxi,2016.0,240000.0,35000.0,petrol,individual,manual,second owner,22.74,796.0,47.3,5.0
hyundai verna 1.4 vtvt,2014.0,500000.0,33400.0,petrol,individual,manual,first owner,17.43,1396.0,105.5,5.0
maruti swift lxi optional-o,2015.0,420000.0,36000.0,petrol,individual,manual,first owner,20.4,1197.0,83.11,5.0
ford figo diesel zxi,2011.0,130000.0,180000.0,diesel,individual,manual,second owner,20.0,1399.0,68,5.0
maruti alto k10 2010-2014 vxi,2012.0,110000.0,80000.0,petrol,individual,manual,first owner,20.92,998.0,67.1,5.0
maruti alto lx bsiii,2007.0,120000.0,120000.0,petrol,individual,manual,second owner,19.7,796.0,46.3,5.0
